Date,Post ID,Network,Post Type,Content Type,Profile,Link,Post,Linked Content,Impressions,Engagements,Engagement Rate (per Impression),Organic Impressions,Potential Reach,Reactions,Likes,Comments,Shares,Post Link Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Video Views
7/14/2022 1:16 PM,1547540517168316416,Twitter,@Reply,Link,@explore_ai_acad,https://twitter.com/exp_datascience/status/1547540517168316416,Zintle - Here's my LinkedIn profile https://t.co/LIrjLk1qXP,http://www.linkedin.com/in/zintlefaltein,142,14,9.86%,142,"1,399",2,2,0,0,10,2,12,0,
7/14/2022 1:16 PM,1547540514089598978,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1547540514089598978,"Zintle - Getting into the tech world was intimidating at first, especially because I came from a biology background and everyone felt like they belong more than I did. Once I realised that I am just as good I felt less intimidated and it became easier for me to own the space.",,157,5,3.18%,157,"1,399",1,1,1,0,,3,3,0,
7/14/2022 1:16 PM,1547540511141003265,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1547540511141003265,"Nolwazi - In my case I can't say it was hard, I come from a STEM background (Mathematics). I was already accustomed to a similar environment. Yes I do mentor.",,109,4,3.67%,109,"1,399",2,2,1,0,,1,1,0,
7/14/2022 1:16 PM,1547540508083453952,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1547540508083453952,"@abigaelkinini 

Raisa - Navigating the tech environment has been surprisingly easy - it depends on the diversity of your working environment. We offer mentorship to students and interns at EXPLORE.",,94,6,6.38%,94,,1,1,1,0,,4,4,0,
7/14/2022 1:21 PM,1547541858737332224,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1547541858737332224,"@abigaelkinini Abigael, thank you for continuously engaging with Explore😀.",,32,2,6.25%,32,,0,0,1,0,,1,1,0,
7/14/2022 7:26 PM,1547633534080131073,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1547633534080131073,"Meet the Explorers 👨‍🚀

Our facilitators are problem solvers, skilled communicators, #Python  experts, and your go-to academic support system. 

Do you have any questions for Trevor, Maryam, Nomfundo, John, Claudia, Elizabeth, Gabe, or Chad?

#DataScience  #teamexplore https://t.co/LWD1m5CrVx",https://twitter.com/exp_datascience/status/1547633534080131073/photo/1,207,25,12.08%,207,"1,400",2,2,0,0,,23,23,0,
7/15/2022 8:30 PM,1548012049392758784,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1548012049392758784,"This comprehensive guide by @TechTarget explains what #datascience is, how it works, and why it's important to organisations. https://t.co/R6gJTHcwV8 

#innovation #ExploreDataScience https://t.co/sPQ8qFo3bx","https://bit.ly/3avyDwa, https://twitter.com/exp_datascience/status/1548012049392758784/photo/1",148,21,14.19%,148,"1,401",1,1,0,0,4,16,20,0,
7/18/2022 1:10 PM,1548988458412249088,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1548988458412249088,"Happy Nelson Mandela day. 
#education #ExploreDataScienceAcademy https://t.co/qFnbABIKYX",https://twitter.com/exp_datascience/status/1548988458412249088/photo/1,171,10,5.85%,171,"1,405",2,2,0,0,,8,8,0,
7/19/2022 8:20 AM,1549278026432667648,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1549278026432667648,@marvel_ero That's the Explore way. 👏,,6,0,0%,6,,0,0,0,0,,0,0,0,
7/19/2022 8:40 AM,1549282947542515715,Twitter,@Reply,Link,@explore_ai_acad,https://twitter.com/exp_datascience/status/1549282947542515715,@abigaelkinini Unfortunately Twitter does not have Top Fan Badges but Facebook does 👀. Here's a link to our page https://t.co/u3FFC8jQDa.,https://www.facebook.com/explore.datascience/,10,2,20%,10,,1,1,0,0,1,0,1,0,
7/19/2022 8:43 AM,1549283883979575297,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1549283883979575297,@abigaelkinini All Explorers are geeking over Webb's satellite imagery 🤩.,,16,2,12.50%,16,,1,1,0,0,,1,1,0,
7/19/2022 8:52 AM,1549286152917733376,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1549286152917733376,@maposa_d Thank you Darlington.,,13,0,0%,13,,0,0,0,0,,0,0,0,
7/19/2022 10:06 AM,1549304538447978496,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1549304538447978496,Here are some quick highlights of what students will learn in the data engineering course. #dataengineering #elearing #coursework https://t.co/MQjiDn0wOO,https://twitter.com/exp_datascience/status/1549304538447978496/photo/1,279,24,8.60%,279,"1,804",2,2,0,1,,21,21,0,
7/20/2022 11:41 AM,1549690995301834753,Twitter,@Reply,Link,@explore_ai_acad,https://twitter.com/exp_datascience/status/1549690995301834753,"@Mqadi_Jola Hi @Mqadi_Jola. We are very much open. If you have any questions, please contact us via our website https://t.co/R5nFTQE41O.",https://explore-datascience.net/contact,68,7,10.29%,68,,0,0,1,0,0,6,6,0,
7/20/2022 1:24 PM,1549716755265867779,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1549716755265867779,"Meet the Explorers 👨‍🚀

Becoming an expert in #Python, SQL, databases, and the ins and outs of big data doesn’t happen overnight. Our head teachers are on hand throughout the course to help and guide you. #EXPLOREDataScience #EXPLOREteam #DataEngineering  #TechTeacher https://t.co/u5AfFjyQ2W",https://twitter.com/exp_datascience/status/1549716755265867779/photo/1,283,16,5.65%,283,"1,811",5,5,0,1,,10,10,0,
7/21/2022 7:22 PM,1550169240409366528,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1550169240409366528,"Meet the Explorers 👨‍🚀

The goal of our expert #facilitators is to ensure that you, the student, can progress smoothly through the course.

Would you like to learn more about their daily tasks? Comment below. 👇
#dataengineering #ExploreDataScience https://t.co/V4jtYyzMKX",https://twitter.com/exp_datascience/status/1550169240409366528/photo/1,640,31,4.84%,640,"1,859",9,9,3,0,,19,19,0,
7/22/2022 10:24 AM,1550396232543133697,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1550396232543133697,"In this article, the author introduces data engineering from the perspective of the data science hierarchy of needs, breaks down what ETL and ELT pipelines are, and touches on the involvement of data warehouses. https://t.co/qAi8Lg4klK 

#DataEngineering #DataScience https://t.co/oNIKtVvfid","https://bit.ly/3AKZjDO, https://twitter.com/exp_datascience/status/1550396232543133697/photo/1",193,7,3.63%,193,"1,418",1,1,0,0,2,4,6,0,
7/25/2022 8:39 AM,1551457151834529792,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1551457151834529792,"@abigaelkinini Andile's day in the life:
Looks at calendar, sees 2 hours free. Plans a random activity for an hour. Works really hard till the task is done. Happy dance. Saying, ""I love my job"" at end of day.",,47,3,6.38%,47,"10,059",0,0,0,1,,2,2,0,
7/25/2022 8:40 AM,1551457465811746816,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1551457465811746816,"@abigaelkinini Muzi: 

A typical day involves the following,
- Corresponding with students, mostly to help with course content.
- Planning and or giving webinars.
- Internal meetings.
- Listening to Lofi music 🙂",,16,2,12.50%,16,,1,1,0,0,,1,1,0,
7/25/2022 3:22 PM,1551558391402741760,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1551558391402741760,"Starting a career in  analytics engineering can be intimidating, but we're here to guide you. Here are the skills and tools you need to start. 

Learn more: https://t.co/xxgm2iXRtH

#dataengineering #ExploreDataEngineering #Upskill #TechSkills #TechCareers #4IR https://t.co/UpMfrlMaIy","https://bit.ly/3B9FlCW, https://twitter.com/exp_datascience/status/1551558391402741760/photo/1",201,17,8.46%,201,"2,288",3,3,0,1,5,8,13,0,
7/26/2022 10:08 AM,1551841756144189442,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1551841756144189442,"Time to solve this week's problem. 👏 

Comment with your answer 💬

#ExploreDataScience #DataScience #SolveTheProblem #ProblemSolving #WeeklyProblem https://t.co/jyqewcMwwg",https://twitter.com/exp_datascience/status/1551841756144189442/photo/1,277,24,8.66%,277,"1,419",0,0,4,0,,20,20,0,
7/27/2022 9:54 AM,1552200863074390017,Twitter,Quote Tweet,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1552200863074390017,#DataQuality #DataInsights #BigData #DataGovernance #Artificial_Intelligence,,166,0,0%,166,"1,420",0,0,0,0,,0,0,0,
7/27/2022 1:15 PM,1552251208471019523,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1552251208471019523,"#MeetTheExplorers 👨🏽‍🚀

EXPLORE AI team member, Blessing, is a data scientist who is happy to contribute to the growth of EXPLORE. 

Do you have any questions for him❔ 

#ExploreDataScience #DataScientist #ExploreAI https://t.co/jp6mbeRSgd",https://twitter.com/exp_datascience/status/1552251208471019523/photo/1,92,8,8.70%,92,"11,257",2,2,0,1,,5,5,0,
7/27/2022 3:09 PM,1552279895518187522,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1552279895518187522,"#MeetTheExplorers 👨🏽‍🚀

EXPLORE AI team member, Blessing, is a data scientist who is happy to contribute to the growth of EXPLORE.

Do you have any questions for him❔

#ExploreDataScience #DataScientist #ExploreAI #MeetTheTeam https://t.co/TVhQAWbIMu",https://twitter.com/exp_datascience/status/1552279895518187522/photo/1,202,32,15.84%,202,"1,421",4,4,0,0,,28,28,0,
7/28/2022 11:03 AM,1552580373284098049,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1552580373284098049,"Our term of the week is Streaming Data. 📖

Want to know more?  Have a look at our website for information on our Data Engineering course. https://t.co/f2d4DaW8FW 

#ExploreDataScienceAcademy #DataEngineering #TermOfTheWeek #TechSkills #Elearning #StreamingData https://t.co/0blwuObgLO","https://bit.ly/3sZYiDh, https://twitter.com/exp_datascience/status/1552580373284098049/photo/1",213,10,4.69%,213,"2,123",3,3,0,1,2,4,6,0,
7/28/2022 5:04 PM,1552671387294306304,Twitter,Quote Tweet,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1552671387294306304,"Top 5 skills you'll always need in data science. Do you think there's something missing in this list? 

Share your thoughts in the comments. 

#ExploreDataScienceAcademy #DataScientist #Skills",,193,9,4.66%,193,"1,422",0,0,0,0,,9,9,0,
7/29/2022 10:27 AM,1552933719492763648,Twitter,Tweet,Video,@explore_ai_acad,https://twitter.com/exp_datascience/status/1552933719492763648,"Batch data is a set of data records collected over a defined time. Data batches are stored in a single place while they are collected before being sent off to a target destination for further processing. 

#ExploreDataScienceAcademy #DataScience #BatchData #TechSkills https://t.co/mfN1sjamfP",https://twitter.com/exp_datascience/status/1552933719492763648/video/1,270,7,2.59%,270,"1,422",1,1,0,0,,6,6,0,63
8/1/2022 12:06 PM,1554045779307814915,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1554045779307814915,"From Ada Lovelace, the first computer scientist, to Hedy Lamarr, the inventor of wireless communication. History has shown that innovations led by #WomenInTech have shaped and still impact our world today.

#ExploreDataScience #DataScience #WomensMonth #AdaLovelace #HedyLamarr https://t.co/3a0bg0DvnE",https://twitter.com/exp_datascience/status/1554045779307814915/photo/1,292,21,7.19%,292,"1,610",5,5,0,1,1,14,15,0,
8/2/2022 10:04 AM,1554377464947920898,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1554377464947920898,"It's that time of the week 👏

Can you solve this problem?
Comment with your answer 💬 

#ExploreDataScience #DataScience #SolveTheProblem #ProblemSolving #WeeklyProblem https://t.co/Kjk9BNb1fM",https://twitter.com/exp_datascience/status/1554377464947920898/photo/1,326,23,7.06%,326,"1,421",1,1,3,0,,19,19,0,
8/3/2022 12:55 PM,1554782887790219264,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1554782887790219264,"#MeetTheExplorers 👩‍🚀

Paulinah is our administrator and campus coordinator and a part of the student success support team. 

Do you have any questions for her? 
Let us know in the comments 💬

#ExploreDataScience #MeetTheTeam #Explorers #StudentSuccess #Administrator https://t.co/HFFK7YJJG9",https://twitter.com/exp_datascience/status/1554782887790219264/photo/1,209,23,11%,209,"1,425",3,3,0,0,,20,20,0,
8/4/2022 7:46 PM,1555248713706229760,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1555248713706229760,"There's no question that #DataScience is a rapidly growing field, but only 15% to 22% of data professionals are women. In this article, the author shares why data science is a great career choice for #women. https://t.co/Tuvz1eO0Re

#ExploreDataScience #WomenInTech #TechCareers https://t.co/yN0ZdexkXW","https://bit.ly/3J8LaT5, https://twitter.com/exp_datascience/status/1555248713706229760/photo/1",217,17,7.83%,217,"4,899",5,5,1,2,2,7,9,0,
8/5/2022 10:23 AM,1555469424429338624,Twitter,Tweet,Video,@explore_ai_acad,https://twitter.com/exp_datascience/status/1555469424429338624,#StreamingData refers to data continuously generated by a source system and consumed by a target system in near real-time. The ingested data are then transformed for near real-time analytics and written for further processing and manipulation. #ExploreDataScienceAcademy #TechPost https://t.co/d0wVHuVpZ1,https://twitter.com/exp_datascience/status/1555469424429338624/video/1,199,2,1.01%,199,"1,426",1,1,0,0,,1,1,0,69
8/8/2022 11:30 AM,1556573564232519680,Twitter,Tweet,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1556573564232519680,"As a data scientist, which of the following do you use most often in your role?

#ExploreDataScience #DataScience #TechSkills",,204,25,12.25%,204,"2,350",1,1,0,1,,2,2,21,
8/9/2022 11:44 AM,1556939347374514176,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1556939347374514176,"Growth is like that. It's scary.

At Explore, we encourage growth, and we acknowledge that it is born out of trying circumstances. Seek out the things that scare you, and you're also likely to experience growth 🌱

#SeekFear this Women's Month. Happy #WomensDay! https://t.co/mr0Jk8TASj",https://twitter.com/exp_datascience/status/1556939347374514176/photo/1,293,14,4.78%,293,"2,236",6,6,0,2,,6,6,0,
8/11/2022 10:48 AM,1557650029510365185,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1557650029510365185,"#MeetTheExplorers 👩‍🚀
Maryam is one of our data science course facilitators 🎓 

Do you have any questions for her? Let us know in the comments 💬

#ExploreDataScience #ExploreTeam #DataScience #Teacher #TechTeacher #CourseFacilitator https://t.co/Ouw71hWkcz",https://twitter.com/exp_datascience/status/1557650029510365185/photo/1,344,32,9.30%,344,"3,241",8,8,0,1,,23,23,0,
8/12/2022 2:15 PM,1558064545310064640,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1558064545310064640,"This week’s term is Batch Data. 📖

Keen to learn more? Head over to our website for information on our Data Engineering course. https://t.co/M4JdGHkpVx

#ExploreDataScience #DataEngineering #TermOfTheWeek #TechSkills #Elearning #BatchData https://t.co/eVduqLAtz9","https://explore-datascience.net/, https://twitter.com/exp_datascience/status/1558064545310064640/photo/1",221,6,2.71%,221,"3,149",2,2,0,1,1,2,3,0,
8/15/2022 3:05 PM,1559164261871542272,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1559164261871542272,"Words from Explorers! 👨‍🚀 

At Explore Data Science Academy, we believe quality education and a supportive environment encourage our students to live up to their full potential and become industry experts.

Thanks for the great message, Darlington Maposa. https://t.co/QMrMl79TFb",https://twitter.com/exp_datascience/status/1559164261871542272/photo/1,296,13,4.39%,296,"1,435",2,2,0,0,,11,11,0,
8/16/2022 10:23 AM,1559455704750198784,Twitter,Tweet,Video,@explore_ai_acad,https://twitter.com/exp_datascience/status/1559455704750198784,"Celebrating our women in tech!👩‍💻 

We asked our Explorers what they think about entering the tech industry as a woman.

We loved what our Internship Coordinator, Zintle, said about following your passion and “Doing it scared!”

#ExploreDataScience #WomensMonth #WomenInTech https://t.co/rGTGYBvzSM",https://twitter.com/exp_datascience/status/1559455704750198784/video/1,468,51,10.90%,468,"6,414",8,8,1,3,,39,39,0,105
8/18/2022 2:46 PM,1560246652899835905,Twitter,Tweet,Video,@explore_ai_acad,https://twitter.com/exp_datascience/status/1560246652899835905,"Businesses use ETL pipelines to gather and clean the data before storing it in a database. 📊 

This establishes consistency and improves the data quality. These data can then be used to identify trends or improve the quality of services.

#ExploreDataScience #DataEngineering https://t.co/QRJ0QheYjZ",https://twitter.com/exp_datascience/status/1560246652899835905/video/1,211,11,5.21%,211,"2,145",1,1,0,1,,9,9,0,44
8/19/2022 12:16 PM,1560571279262240770,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1560571279262240770,"Can you solve this week's problem? Comment with your answer. 💬

#ExploreDataScience
#DataScience
#ProblemSolving https://t.co/eZ4g3nbBoE",https://twitter.com/exp_datascience/status/1560571279262240770/photo/1,185,7,3.78%,185,"1,437",1,1,0,0,,6,6,0,
8/22/2022 3:17 PM,1561703992282980358,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/exp_datascience/status/1561703992282980358,"#MeetTheExplorers👩‍🚀

EXPLORE AI team member, Caryn, studied at our Academy and is now working as a data engineer.

Do you have any questions for her❔
Let us know in the comments 💬

#ExploreDataScience
#DataScientist
#ExploreAI
#MeetTheTeam https://t.co/85FWcnfYmx",https://twitter.com/exp_datascience/status/1561703992282980358/photo/1,264,31,11.74%,264,"2,065",5,5,1,2,,23,23,0,
8/22/2022 4:23 PM,1561720626766925824,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/exp_datascience/status/1561720626766925824,@abigaelkinini Oh no Abigael! This doesn't sound good. Please would you send us a DM about this with your email address and a brief description of the trouble you've run into?,,7,2,28.57%,7,,1,1,1,0,,0,0,0,
8/24/2022 2:53 PM,1562422778590265346,Twitter,Tweet,Link,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1562422778590265346,"EXPLORE Data Science Academy is now…ExploreAI Academy! New brand, same life-changing data science and data engineering courses. Follow the link below for more details about our refreshed identity as @explore_ai .
https://t.co/8aMpaa2IqQ",https://www.linkedin.com/posts/explore-ai_exploreai-rebrand-impact-activity-6968185510859026433-XYq6?utm_source=share&utm_medium=member_desktop,828,42,5.07%,828,"1,499",9,9,1,2,10,18,28,2,
8/25/2022 10:21 AM,1562716689262751746,Twitter,@Reply,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1562716689262751746,@SteveO_Codes We are excited to have you onboard 🚀   All the best for the year ahead!,,7,1,14.29%,7,,1,1,0,0,,0,0,0,
8/25/2022 2:46 PM,1562783356516913156,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1562783356516913156,"When you’re studying, you want to learn from industry experts.
When you’re hiring, you want to find experienced professionals.

Our industry experts keep our course content up to date, ensuring our students are market-ready with relevant data skills. 🧑‍🎓

#ExploreAIAcademy https://t.co/SYeZVKshAA",https://twitter.com/explore_ai_acad/status/1562783356516913156/photo/1,282,21,7.45%,282,"4,685",3,3,0,2,,16,16,0,
8/26/2022 1:16 PM,1563123120244162567,Twitter,Tweet,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1563123120244162567,Which is your preferred cloud technology? ☁️,,,,,,"1,442",,,,,,,,,
8/26/2022 1:18 PM,1563123620347789312,Twitter,Tweet,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1563123620347789312,"Which is your preferred cloud technology?☁️
Let us know why in the comments 💬",,166,12,7.23%,166,"1,442",0,0,0,0,,2,2,10,
8/30/2022 4:57 PM,1564628263154098176,Twitter,Tweet,Link,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1564628263154098176,"We’re celebrating our very own women in tech! 👩‍💻

We asked our Explorers what they think about entering the tech industry as a woman.

Joanne, an ExploreAI Academy graduate turned Head of Admissions, talks about breaking norms.

#ExploreAIAcademy 

https://t.co/FgGyC0xqFy",https://bit.ly/3ToIXYd,200,18,9%,200,"1,445",4,4,1,0,3,10,13,0,
8/31/2022 3:28 PM,1564968249405612034,Twitter,Tweet,Link,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1564968249405612034,"Solving complex problems requires a strategic approach. 🤔

In this insightful webinar Jaco, our Curriculum Director talks about effective problem solving and critical thinking.

#ExploreAIAcademy #DataScience  #DataEngineering #ProblemSolving 

https://t.co/KNiEmJHVzl",https://bit.ly/3Rpfbki,159,8,5.03%,159,"1,842",1,1,0,1,2,3,5,1,
9/1/2022 10:49 AM,1565260424525873152,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1565260424525873152,"No degree? No problem! 🧑‍💻

We value students with aptitude and attitude. No prior education or experience is required to enrol in our courses.

Follow the link in our bio for more information.

#ExploreAIAcademy #DataScience #TechMyths https://t.co/H2jfThAdDs",https://twitter.com/explore_ai_acad/status/1565260424525873152/photo/1,201,11,5.47%,201,"1,863",3,3,0,1,,7,7,0,
9/5/2022 3:22 PM,1566778684295479296,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1566778684295479296,"Thoughts from Explorers 🧑‍🚀

We love hearing about our students’ successes and we are happy to be part of every journey!

Thank you for your message, Caleb Tanko.

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/LFO2WC2NCu",https://twitter.com/explore_ai_acad/status/1566778684295479296/photo/1,179,9,5.03%,179,"1,447",1,1,0,0,,8,8,0,
9/6/2022 4:22 PM,1567156401855729664,Twitter,Tweet,Text,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1567156401855729664,Studying data science enabled me to:,,144,20,13.89%,144,"1,447",0,0,0,0,,8,8,12,
9/7/2022 2:16 PM,1567486846220779521,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1567486846220779521,"Meet Megan! 🧑‍🚀

When Megan is not using her background in science and business to help us at ExploreAI, she’s spending time on a good book or watching her kids play sports.

Leave any questions for her in the comments below. 💬

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/ee0mXiR0aT",https://twitter.com/explore_ai_acad/status/1567486846220779521/photo/1,173,12,6.94%,173,"2,166",2,2,0,2,,8,8,0,
9/8/2022 10:46 AM,1567796386019655680,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1567796386019655680,"Thoughts from Explorers 🧑‍🚀

We’re always happy to hear about a student’s successful journey through our Academy.

Read Abubakar’s full blog post here:

https://t.co/mKoq23wydr

#ExploreAIAcademy
#DataScience
#DataEngineering
#AcceleratorProgramme https://t.co/CEzDldJhKp","https://bit.ly/3QqnRGm, https://twitter.com/explore_ai_acad/status/1567796386019655680/photo/1",43,5,11.63%,43,"1,449",2,2,0,0,1,2,3,0,
9/9/2022 10:10 AM,1568149715715297280,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1568149715715297280,"Data science is part of our everyday lives.

Recommender system algorithms use data to serve you up media that you’re likely to enjoy.

Thanks to data we can have less ‘skips’ and more ‘repeats’. 🎧

#ExploreAIAcademy #DataScience #DataEngineering #Spotify https://t.co/6kK42bleCf",https://twitter.com/explore_ai_acad/status/1568149715715297280/photo/1,207,11,5.31%,207,"8,853",2,2,1,3,,5,5,0,
9/13/2022 3:52 PM,1569685336447660032,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1569685336447660032,"We love hearing from our Explorers! 🧑‍🚀

All the best for the future, Jack.

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/6YZN8R3eRq",https://twitter.com/explore_ai_acad/status/1569685336447660032/photo/1,187,7,3.74%,187,"1,448",3,3,0,0,,4,4,0,
9/14/2022 2:44 PM,1570030609484898306,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1570030609484898306,"Why ExploreAI Academy? 💻

We equip our students with the highest-quality learning material, all you need to bring is a hunger to learn!

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/P8wZPxQvGa",https://twitter.com/explore_ai_acad/status/1570030609484898306/photo/1,389,26,6.68%,389,"9,049",11,11,0,7,,8,8,0,
9/15/2022 11:36 AM,1570345684791959555,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1570345684791959555,"How does AI really work? 🤔

Artificial intelligence is a system that is programmed to mimic human intelligence and behaviour.

How do you think AI can make our lives better?

#ExploreAIAcademy #DataScience #DataEngineering #AI https://t.co/61iwfhSMhQ",https://twitter.com/explore_ai_acad/status/1570345684791959555/photo/1,224,9,4.02%,224,"5,716",3,3,0,2,,4,4,0,
9/20/2022 10:55 AM,1572147307403153409,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1572147307403153409,"Data science in agriculture! 🧑‍🌾

Did you know data science can be used to fight food scarcity by informing decisions which reduce drought damage and predict crop sizes?

#ExploreAIAcademy #DataScience #DataEngineering
#Agriculture https://t.co/Bkk5ekndxu",https://twitter.com/explore_ai_acad/status/1572147307403153409/photo/1,176,13,7.39%,176,"2,558",2,2,0,2,,9,9,0,
9/21/2022 2:24 PM,1572562290255314944,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1572562290255314944,"From tech support to fraud analyst 💪

After finishing our data science course, Rizqah found a job as a fraud analyst.

Visit our website for more information on our courses.

#ExploreAIAcademy #DataScience #DataEngineering #AcceleratorIncomeShareAgreement https://t.co/b0CN05KPIx",https://twitter.com/explore_ai_acad/status/1572562290255314944/photo/1,154,5,3.25%,154,"1,451",4,4,0,0,,1,1,0,
9/22/2022 2:27 PM,1572925432529588231,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1572925432529588231,"Let’s talk regression!  💻

Regression explains the relationship between two or more variables. It predicts the value of a dependent variable based on two or more independent (explanatory) variables.

#ExploreAIAcademy #DataScience #DataEngineering #MachineLearning https://t.co/koNIWQTX3s",https://twitter.com/explore_ai_acad/status/1572925432529588231/photo/1,190,15,7.89%,190,"7,257",2,2,0,1,,12,12,0,
9/26/2022 3:57 PM,1574397636764991489,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1574397636764991489,"Ready for your next adventure? ⏰

Admissions for our 2023 data science and data engineering courses are open.

Follow the link to apply now!

https://t.co/uLqwlRKafd

#ExploreAIAcademy #DataScience #DataEngineering https://t.co/kVcwTgDE7X","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1574397636764991489/photo/1",162,18,11.11%,162,"1,848",2,2,0,1,7,8,15,0,
9/27/2022 12:12 PM,1574703397713973249,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1574703397713973249,"Study data science. Own your future 💻

Applications for our full-time and part-time data science courses are open!

Follow the link to learn more.

https://t.co/VluIvS544b

#ExploreAIAcademy #DataEngineering #DataScience #TechCareer #ExploreYourFuture https://t.co/vW4Jpx7vX3","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1574703397713973249/photo/1",191,27,14.14%,191,"2,706",5,5,0,3,4,15,19,0,
9/28/2022 1:24 AM,1574902712713584654,Twitter,Tweet,Photo,@explore_ai_acad,https://twitter.com/explore_ai_acad/status/1574902712713584654,"Calling all aspiring data engineers! 💻

Our data engineering course includes everything from developing problem-solving skills to working with complex big data.

Follow the link below to learn more.

https://t.co/VluIvS544b

#ExploreAIAcademy #DataEngineering
#ExploreYourFuture https://t.co/HD36yQPbHO","https://bit.ly/3mtMKEp, https://twitter.com/explore_ai_acad/status/1574902712713584654/photo/1",299,46,15.38%,299,"3,619",6,6,1,5,8,26,34,0,
