Post ID,Post creation date,Post creation time of day,Post type,Post message,Post shared link,Post caption,Post thumbnail URL,Post image URL,Link to post,Post comment text,Total post reactions,Post link clicks,Likes on posts,Shares on posts,Comments on posts,Comments on shares,Post impressions (page likers [fans] only),Post reach (page likers [fans] only)
926011594215556_2196305823852787,2022-01-12,13:13:20,photo,"Cloud computing is one of the most in-demand tech skills. 

Explore Data Science Academy, in partnership with AWS, ensures that our students gain the must-have knowledge and practical experience in this skill.

Listen to this podcast to hear more from Clive Charlton (Head of Solution Architecture at AWS) and Shaun Dippnall (CEO & Co-founder of EDSA). - https://open.spotify.com/episode/0j9LgFJmWRY5ytROMGbMQp?si=JSHddgaZS3O579t_HZa4uA&utm_source=native-share-menu&nd=1

Join one of our courses before Monday, the 17th of January, to learn this valuable skill. 

Data Science - https://explore-datascience.net/course/info/1/3/online

Data Engineering - https://explore-datascience.net/course/info/3/3/online

#cloudcomputing #aws #elearning #techskills #datascience #dataengineering",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2196303870519649/?type=3,,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/271797300_2196303850519651_2678577082112227755_n.png?stp=dst-png_p130x130&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHCS-ik_2SOfE7BwahK0PIAz6PoAfeKB67Po-gB94oHrhi42tmu-JwsP5DQ8QPOV48&_nc_ohc=dF1cwnnghp0AX-OjCOM&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfB4UCEFCLh9t_gZKmOdKMD2VmxabJMi1uQo_Sfl7Nlh6w&oe=645CA671,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/271797300_2196303850519651_2678577082112227755_n.png?stp=dst-png_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHCS-ik_2SOfE7BwahK0PIAz6PoAfeKB67Po-gB94oHrhi42tmu-JwsP5DQ8QPOV48&_nc_ohc=dF1cwnnghp0AX-OjCOM&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDJOqw8JqhbAHczha5O5qMYe8RuPd1b7O_EeisoQKT1gw&oe=645CA671,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2196305823852787,Hope everyone received favourable responses 🙌,17,17,15,2,7,0,1432,1294
926011594215556_2196305823852787,2022-01-12,13:13:20,photo,"Cloud computing is one of the most in-demand tech skills. 

Explore Data Science Academy, in partnership with AWS, ensures that our students gain the must-have knowledge and practical experience in this skill.

Listen to this podcast to hear more from Clive Charlton (Head of Solution Architecture at AWS) and Shaun Dippnall (CEO & Co-founder of EDSA). - https://open.spotify.com/episode/0j9LgFJmWRY5ytROMGbMQp?si=JSHddgaZS3O579t_HZa4uA&utm_source=native-share-menu&nd=1

Join one of our courses before Monday, the 17th of January, to learn this valuable skill. 

Data Science - https://explore-datascience.net/course/info/1/3/online

Data Engineering - https://explore-datascience.net/course/info/3/3/online

#cloudcomputing #aws #elearning #techskills #datascience #dataengineering",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2196303870519649/?type=3,,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/271797300_2196303850519651_2678577082112227755_n.png?stp=dst-png_p130x130&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHCS-ik_2SOfE7BwahK0PIAz6PoAfeKB67Po-gB94oHrhi42tmu-JwsP5DQ8QPOV48&_nc_ohc=dF1cwnnghp0AX-OjCOM&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfB4UCEFCLh9t_gZKmOdKMD2VmxabJMi1uQo_Sfl7Nlh6w&oe=645CA671,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/271797300_2196303850519651_2678577082112227755_n.png?stp=dst-png_p720x720&_nc_cat=107&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeHCS-ik_2SOfE7BwahK0PIAz6PoAfeKB67Po-gB94oHrhi42tmu-JwsP5DQ8QPOV48&_nc_ohc=dF1cwnnghp0AX-OjCOM&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDJOqw8JqhbAHczha5O5qMYe8RuPd1b7O_EeisoQKT1gw&oe=645CA671,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2196305823852787,When should we anticipate outcomes regarding to our scholarship application? I got an email around Dec stating that I'm on the waiting. They will only reply early January but I haven't received any feedback yet.,17,17,15,2,7,0,1432,1294
926011594215556_2197156457101057,2022-01-13,16:38:48,photo,"Select the course that fits your interest, schedule and pocket.
4 days remaining to enrol.

https://explore-datascience.net/

#datascience #dataengineering #elearning #newcareer",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2197155553767814/?type=3,,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/271872896_2197155547101148_397762565067579739_n.png?stp=dst-png_p130x130&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeELv5drfxpCVf2UuWfowr5Bnm7E83hOy32ebsTzeE7LfbrPY-WZDtnQkPPVQpzMRRw&_nc_ohc=zXjDMNhR0lIAX-Cc04X&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDjEBgRB_O_DgDhM-5HOC6WkuTOXA61QnN3QgKwNO61Og&oe=645BA59B,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/271872896_2197155547101148_397762565067579739_n.png?stp=dst-png_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeELv5drfxpCVf2UuWfowr5Bnm7E83hOy32ebsTzeE7LfbrPY-WZDtnQkPPVQpzMRRw&_nc_ohc=zXjDMNhR0lIAX-Cc04X&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBu_bB7PUsBaAg4OhSRFOlEuW9SxSGNfOw81f3Ix6JssA&oe=645BA59B,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2197156457101057,Please when is your next application for data science or engineering accelerator,5,4,5,2,1,0,1006,895
926011594215556_2200246170125419,2022-01-17,14:42:33,photo,"Welcome to all the students who enrolled for our January 2022 intake. Enjoy the journey with us!

Over the next few months, we will be posting weekly sneak peeks of what our students are learning. Don't forget to check in on these. 

https://explore-datascience.net/course/info/3/3/online

#datascience #dataengineering #elearning #newskills",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2200245286792174/?type=3,,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/271994617_2200245280125508_1082607357351174714_n.png?stp=dst-png_p130x130&_nc_cat=100&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeF5UjbN6HtOxncpwFMqvJjfqJU43ncdd3qolTjedx13ej8hK69WgT135TokY3BlH84&_nc_ohc=uBHHeRUEvZYAX-guIkM&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBv3dqu9wzpv_pe7tRfdj1zL0IwnkNnMxPwJFl27mDKRg&oe=645B3603,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/271994617_2200245280125508_1082607357351174714_n.png?stp=dst-png_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeF5UjbN6HtOxncpwFMqvJjfqJU43ncdd3qolTjedx13ej8hK69WgT135TokY3BlH84&_nc_ohc=uBHHeRUEvZYAX-guIkM&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBqZ4Nj_MvEK9R4PXlB39RBjBCyxBdhkL-cNuQUllIGCw&oe=645B3603,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2200246170125419,Thank you Explore 🙏🏽,12,4,10,1,1,0,897,810
926011594215556_2201962339953802,2022-01-19,16:11:39,photo,"Our courses are designed to make our students job-ready!  

Within a period of 6 - 12 months, our full-time and part-time students will learn some of the most valuable and up-to-date tech skills. 

https://explore-datascience.net/

#datascience #dataengineering  #cloudcomputing #sql #machinelearning #problemsolving #visualisation #python",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2201961783287191/?type=3,,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/272216450_2201961773287192_5649980336615500993_n.png?stp=dst-png_p130x130&_nc_cat=109&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeG7A4fej4HFYpeBl1Ype7hZipHF-b0hfI2KkcX5vSF8jSD_6in6yX1rQdPL4NFYk9s&_nc_ohc=9FLdya7Ts94AX83Hdgw&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBYeJwAlnnuctadFaZkvCe7EHWIBNcHDPx7XRLD851ghg&oe=645AED07,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/272216450_2201961773287192_5649980336615500993_n.png?stp=dst-png_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeG7A4fej4HFYpeBl1Ype7hZipHF-b0hfI2KkcX5vSF8jSD_6in6yX1rQdPL4NFYk9s&_nc_ohc=9FLdya7Ts94AX83Hdgw&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfC0KWYl7y5-JqxMggSwNJR_3rXeqjx4s5m4pX9WxtTWIg&oe=645AED07,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2201962339953802,"I applied, fulfilled everything but never got a response",8,2,8,2,2,0,978,896
926011594215556_2201962339953802,2022-01-19,16:11:39,photo,"Our courses are designed to make our students job-ready!  

Within a period of 6 - 12 months, our full-time and part-time students will learn some of the most valuable and up-to-date tech skills. 

https://explore-datascience.net/

#datascience #dataengineering  #cloudcomputing #sql #machinelearning #problemsolving #visualisation #python",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2201961783287191/?type=3,,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/272216450_2201961773287192_5649980336615500993_n.png?stp=dst-png_p130x130&_nc_cat=109&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeG7A4fej4HFYpeBl1Ype7hZipHF-b0hfI2KkcX5vSF8jSD_6in6yX1rQdPL4NFYk9s&_nc_ohc=9FLdya7Ts94AX83Hdgw&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBYeJwAlnnuctadFaZkvCe7EHWIBNcHDPx7XRLD851ghg&oe=645AED07,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/272216450_2201961773287192_5649980336615500993_n.png?stp=dst-png_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeG7A4fej4HFYpeBl1Ype7hZipHF-b0hfI2KkcX5vSF8jSD_6in6yX1rQdPL4NFYk9s&_nc_ohc=9FLdya7Ts94AX83Hdgw&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfC0KWYl7y5-JqxMggSwNJR_3rXeqjx4s5m4pX9WxtTWIg&oe=645AED07,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2201962339953802,What are the requirements to enrol,8,2,8,2,2,0,978,896
926011594215556_2203396736477029,2022-01-21,13:48:09,album,"The best way to solve a problem, big or small, is to look at it in a structured way.

This week, our students were introduced to problem-solving. They will continuously hone this new skill as they learn how to apply frameworks such as MECE, Agile and Scientific Method.

https://explore-datascience.net/

#problemsolving #MECE #scientificmethod #agile #datascience #dataengineering #elearning",https://www.facebook.com/926011594215556/posts/2203396736477029/,Photos from Explore AI Academy's post,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/272207842_2203395966477106_4451596639519630404_n.png?stp=dst-png_p130x130&_nc_cat=109&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGtl1cVvG3CMruoL7pbc_Jq8tIzFyJiyIXy0jMXImLIhXzdlBi0ugLIUdFILRiLqqo&_nc_ohc=wHd22cxq1vwAX-j6V2O&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfD2nZqlXslx7r0BnEzLSXTxdvXls8GjaBEeYJyPWb7sDQ&oe=645B784A,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/272207842_2203395966477106_4451596639519630404_n.png?stp=dst-png_p720x720&_nc_cat=109&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGtl1cVvG3CMruoL7pbc_Jq8tIzFyJiyIXy0jMXImLIhXzdlBi0ugLIUdFILRiLqqo&_nc_ohc=wHd22cxq1vwAX-j6V2O&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfC5E2hFFp9jD5LkzeTykrbFxkJ5iSv6uiQLA4VwtsPnHg&oe=645B784A,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2203396736477029,,4,,4,,0,0,750,635
926011594215556_2206513042832065,2022-01-25,14:50:44,video_inline,"This week our students are focusing on data visualisation.

The insights gathered from data can be used to tell a story. An important aspect of a data scientist's role is communicating these insights. 

https://explore-datascience.net/

#elearning #datascience #dataengineering #data #visualisation #communication #visualstorytelling #datastorytelling",https://www.facebook.com/782018736807135/videos/234779858858619,,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/272658562_234780872191851_377046356382514711_n.jpg?stp=dst-jpg_s130x130&_nc_cat=102&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeGADcCgy_3v8aORKI7x6hkgYwe4ykMWnUpjB7jKQxadSohALKOLcQ2SSADFCTbcPUU&_nc_ohc=dGOWcSIaFkcAX_VCc-j&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAhpJ0RWxFaplKOIaY4COSXXk4LthJ0fhJOVd-zN3RhBA&oe=645B7C0F,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/272658562_234780872191851_377046356382514711_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeGADcCgy_3v8aORKI7x6hkgYwe4ykMWnUpjB7jKQxadSohALKOLcQ2SSADFCTbcPUU&_nc_ohc=dGOWcSIaFkcAX_VCc-j&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDzFLYyMWIu15CHfARHNLXOp_M8W9DCG5KbiH44w5OsZw&oe=645B7C0F,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2206513042832065,,17,1,12,,0,0,481,400
926011594215556_2208706382612731,2022-01-28,13:30:41,album,"How do you know if the data plot should be a bar graph or a histogram? 

The answer depends on the type of data you are working with. Paying attention to categorical or numerical data will guide you in choosing the correct visuals.

https://explore-datascience.net/

#visualisation #datascience #datatypes #graphs #elearning",https://www.facebook.com/926011594215556/posts/2208706382612731/,Photos from Explore AI Academy's post,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/272863202_2208705642612805_4034780615435969137_n.png?stp=dst-png_p130x130&_nc_cat=100&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeG-wVomuyA247UuwM7EBPQoxhon9gTzFAfGGif2BPMUB8HpUextBGYr8AZgDBcw4jk&_nc_ohc=QpCQwxJV4YAAX8hDw6q&_nc_oc=AQmmpXwG5U7RcCOMTouugJtSIggAXUTZwHM5Hg_Jed3vjppUh127qzlC8I1CAZQ4z0g&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDc8oWdczx5YJM_fQjZWsH1U0c8Bmsa0qzCwvKMQ_5tpQ&oe=645B828D,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/272863202_2208705642612805_4034780615435969137_n.png?stp=dst-png_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeG-wVomuyA247UuwM7EBPQoxhon9gTzFAfGGif2BPMUB8HpUextBGYr8AZgDBcw4jk&_nc_ohc=QpCQwxJV4YAAX8hDw6q&_nc_oc=AQmmpXwG5U7RcCOMTouugJtSIggAXUTZwHM5Hg_Jed3vjppUh127qzlC8I1CAZQ4z0g&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAGd-PrP_dqz4YJ3v7AIEUl8uk0WJYaXlEUASYg47xlsQ&oe=645B828D,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2208706382612731,,6,,6,,0,0,771,699
926011594215556_2211614285655274,2022-02-01,9:17:43,video_inline,"Our students are learning how to use Power BI to create data visualisations. There are numerous reasons why we have selected Power BI as our dashboard tool of choice. 

Keep following our posts this week to learn more about Power BI.

https://explore-datascience.net/

#powerbi #datavisualisation #graphs #dataanalysis #dashboarding #elearning #datascience",https://www.facebook.com/782018736807135/videos/458942492637896,,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/272186758_458943205971158_6271155448415214593_n.jpg?stp=dst-jpg_s130x130&_nc_cat=103&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeHJ_gFHfeT8Tc-0W_khNM7cXEja8SM5K-hcSNrxIzkr6FPc_VR2Rne2oCXQOBC7ngg&_nc_ohc=D2g42n5q5w8AX82Wp7X&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCLKLIe7D3WiPCr9QMX6WIEHF_j16M2PkeCRLUN9Ql-Cw&oe=645B0DA3,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/272186758_458943205971158_6271155448415214593_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeHJ_gFHfeT8Tc-0W_khNM7cXEja8SM5K-hcSNrxIzkr6FPc_VR2Rne2oCXQOBC7ngg&_nc_ohc=D2g42n5q5w8AX82Wp7X&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCmHGzN3yRjuDo2IXz0V8L2rrr1OdPSh_ABRhI-iEWK0A&oe=645B0DA3,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2211614285655274,Power BI is very interesting,15,2,15,2,1,0,524,377
926011594215556_2213149275501775,2022-02-03,10:14:43,video_inline,"DAX is what makes Power BI so powerful!
It is not only used in Power BI but also other Microsoft platforms.  

Our students are currently investing some time in becoming proficient with DAX. 

https://explore-datascience.net/course/info/1/3

#DAX #powerbi #powerbidesktop #visualisation #datascience #dataanalysis #elearning",https://www.facebook.com/782018736807135/videos/227081282974735,,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/272247863_227081626308034_1606732018176825651_n.jpg?stp=dst-jpg_s130x130&_nc_cat=111&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeE3y8ehXokBIqx3Dl6oakF0BzoX4a15wlwHOhfhrXnCXIO4AOcC3TGN8s-NSY11kRk&_nc_ohc=M0ujDU4ZBBkAX-SNsoU&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAgiGK-GEX4VE8evo0pMh1RjDsjQKhW8HGcR3Ou6eCgXA&oe=645C2EC7,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/272247863_227081626308034_1606732018176825651_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeE3y8ehXokBIqx3Dl6oakF0BzoX4a15wlwHOhfhrXnCXIO4AOcC3TGN8s-NSY11kRk&_nc_ohc=M0ujDU4ZBBkAX-SNsoU&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfByleeITi63XIZAIbK8uOduwu-hq4GHvCvs8IIhZEe0Fw&oe=645C2EC7,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2213149275501775,,13,1,12,1,0,0,427,329
926011594215556_2214862675330435,2022-02-05,9:00:08,photo,"In Power BI Desktop, you have the functionality to create new features by using DAX. What is the difference between creating a feature as a column vs a measure?

Also, check out this comprehensive DAX guide we shared last year: https://www.linkedin.com/feed/update/urn:li:activity:6818129422445494272.

#DAX #dataanalysis #datascience #elearning #powerbi #powerbidesktop",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2214862645330438/?type=3,,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/273271208_2214243428725693_1542751879242215343_n.png?stp=dst-png_p130x130&_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGkOYtARmYBN5cQmPwFuE2tDnb7WNm1dsIOdvtY2bV2wmR8vYBFt1a7f71iNHvm9EQ&_nc_ohc=wMO2ClZgkDMAX8BPZa2&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfC5uJU-g8F1AzpRbC79UYHmxPgiX3r4OYgbQTXH0twiVg&oe=645B968D,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/273271208_2214243428725693_1542751879242215343_n.png?stp=dst-png_p720x720&_nc_cat=106&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGkOYtARmYBN5cQmPwFuE2tDnb7WNm1dsIOdvtY2bV2wmR8vYBFt1a7f71iNHvm9EQ&_nc_ohc=wMO2ClZgkDMAX8BPZa2&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCPnOJDW5ir6cpGSxmqhlMObNtwsOLCPF0r_f3lnp62kg&oe=645B968D,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2214862675330435,,8,1,7,3,0,0,1045,974
926011594215556_2218013178348718,2022-02-09,14:18:32,video_inline,"You can create visuals from basic cards to complete maps in Power BI.   Our data science students are taking the time to create visuals in Power BI this week. 

https://explore-datascience.net/

#powerbidesktop #visualisations #datascience #dataanalysis  #elearning",https://www.facebook.com/782018736807135/videos/774482647278239,,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/273493006_3127087050900199_6500964780891695079_n.jpg?stp=dst-jpg_s130x130&_nc_cat=108&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeGzcnpA6_WrbDI-qfGQjTHtNoPIZloGb_k2g8hmWgZv-T6wtMABfC8Cn7DqXvTwkxY&_nc_ohc=u5VWV0p3FYMAX9_KRkV&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAtDO5EpgULMEQKCxLjNsixM--WtLsLUvZwT_elhcMWqw&oe=645BFA24,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/273493006_3127087050900199_6500964780891695079_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeGzcnpA6_WrbDI-qfGQjTHtNoPIZloGb_k2g8hmWgZv-T6wtMABfC8Cn7DqXvTwkxY&_nc_ohc=u5VWV0p3FYMAX9_KRkV&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDFqQYxKt_824qIYbpctEQSG0OmpMYbUbvDnY1jgVaYLA&oe=645BFA24,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2218013178348718,,3,,3,,0,0,386,322
926011594215556_2220689284747774,2022-02-12,20:00:07,video_inline,"Now that you know how to use data in Power BI, where can you access open data?

GitHub - https://github.com/awesomedata/awesome-public-datasets
The World Bank - https://data.worldbank.org/
data.world - https://data.world/
Kaggle - https://www.kaggle.com/datasets?fileType=csv

#opendata #powerbi #github #kaggle #dataanalysis #datasources #datascience",https://www.facebook.com/782018736807135/videos/363609471953810,,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/273727211_1112288969609375_4868512216939491540_n.jpg?stp=dst-jpg_s130x130&_nc_cat=111&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeGfooXiGx2Ds4DerVYFG8cIjdeW-8prAtON15b7ymsC06EAwiYgjeFkKo6YW5BbpUg&_nc_ohc=RExBE_0INVkAX-k2MLW&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBbc9h8AaYiTbJQNzWZWIxATAE7sI2kxi6w6uNcqjqtcw&oe=645C4CFB,https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/273727211_1112288969609375_4868512216939491540_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=ad6a45&_nc_eui2=AeGfooXiGx2Ds4DerVYFG8cIjdeW-8prAtON15b7ymsC06EAwiYgjeFkKo6YW5BbpUg&_nc_ohc=RExBE_0INVkAX-k2MLW&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBmiWeBJMur-0Dm1r0_N_FoJGBn4zxMzrzfuGHimIKYzQ&oe=645C4CFB,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2220689284747774,,8,6,8,,0,0,426,362
926011594215556_2222963274520375,2022-02-15,20:00:04,photo,"Our students have moved on to learning the next problem-solving tool, a programming language. 

Over the next six weeks, our posts will focus on our programming language of choice. 

https://explore-datascience.net/course/info/1/3/oncampus

#programminglanguages #datascience #problemsolving #problemsolvingskills",https://www.facebook.com/explore.ai.academy/photos/a.1107078529442194/2222963244520378/?type=3,,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/273811663_2222762974540405_2794759372826749913_n.png?stp=dst-png_p130x130&_nc_cat=105&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeG-Ty1WlncfS4-UwLPo4cjTmG0exCTYPXaYbR7EJNg9dqkfVq2RohXYvFYQfrLtASk&_nc_ohc=Trn0qMFqJnwAX8DKOaJ&_nc_oc=AQn2uSeBooYeBXtYxvIWCCtzVIu3e-z54q760xGK-7z8tNU9tSNmA30zBKehENFD4gs&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBnf8UM4KkBfxSPFWK4dhtQNBkBwp-x33bosjLyuio6ng&oe=645B13E0,https://scontent-lcy1-1.xx.fbcdn.net/v/t39.30808-6/273811663_2222762974540405_2794759372826749913_n.png?stp=dst-png_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeG-Ty1WlncfS4-UwLPo4cjTmG0exCTYPXaYbR7EJNg9dqkfVq2RohXYvFYQfrLtASk&_nc_ohc=Trn0qMFqJnwAX8DKOaJ&_nc_oc=AQn2uSeBooYeBXtYxvIWCCtzVIu3e-z54q760xGK-7z8tNU9tSNmA30zBKehENFD4gs&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfC8CqlMc7tFdEWEqQ0PtjOzE455x9rFRoLddihD56U7rQ&oe=645B13E0,https://www.facebook.com/permalink.php?id=926011594215556&story_fbid=2222963274520375,,3,1,2,1,0,0,840,788
